candidate,party,office,district,town,votes,precinct
Themis Klarides,Republican Party,U.S. Senate,,New Haven,0,King-Robinson School
Maritza Bond,Democratic Party,Secretary of the State,,Waterbury,19,Kingsbury School
Stephanie Thomas,Democratic Party,Secretary of the State,,Waterbury,57,Kingsbury School
Dita Bhargava,Democratic Party,Treasurer,,Waterbury,6,Kingsbury School
Erick Russell,Democratic Party,Treasurer,,Waterbury,44,Kingsbury School
Karen Dubois-Walton,Democratic Party,Treasurer,,Waterbury,22,Kingsbury School
Dominic Rapini,Republican Party,Secretary of the State,,Waterbury,20,Kingsbury School
Terrie E. Wood,Republican Party,Secretary of the State,,Waterbury,11,Kingsbury School
Leora R. Levy,Republican Party,U.S. Senate,,Waterbury,16,Kingsbury School
Peter Lumaj,Republican Party,U.S. Senate,,Waterbury,7,Kingsbury School
Themis Klarides,Republican Party,U.S. Senate,,Waterbury,11,Kingsbury School
Maritza Bond,Democratic Party,Secretary of the State,,Ashford,36,Knowlton Memorial Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Ashford,157,Knowlton Memorial Hall
Dita Bhargava,Democratic Party,Treasurer,,Ashford,45,Knowlton Memorial Hall
Erick Russell,Democratic Party,Treasurer,,Ashford,113,Knowlton Memorial Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Ashford,37,Knowlton Memorial Hall
Dominic Rapini,Republican Party,Secretary of the State,,Ashford,72,Knowlton Memorial Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Ashford,64,Knowlton Memorial Hall
Leora R. Levy,Republican Party,U.S. Senate,,Ashford,78,Knowlton Memorial Hall
Peter Lumaj,Republican Party,U.S. Senate,,Ashford,16,Knowlton Memorial Hall
Themis Klarides,Republican Party,U.S. Senate,,Ashford,51,Knowlton Memorial Hall
Maritza Bond,Democratic Party,Secretary of the State,,Windsor,58,L. P. Wilson
Stephanie Thomas,Democratic Party,Secretary of the State,,Windsor,257,L. P. Wilson
Dita Bhargava,Democratic Party,Treasurer,,Windsor,40,L. P. Wilson
Erick Russell,Democratic Party,Treasurer,,Windsor,201,L. P. Wilson
Karen Dubois-Walton,Democratic Party,Treasurer,,Windsor,74,L. P. Wilson
Dominic Rapini,Republican Party,Secretary of the State,,Windsor,15,L. P. Wilson
Terrie E. Wood,Republican Party,Secretary of the State,,Windsor,20,L. P. Wilson
Leora R. Levy,Republican Party,U.S. Senate,,Windsor,24,L. P. Wilson
Peter Lumaj,Republican Party,U.S. Senate,,Windsor,3,L. P. Wilson
Themis Klarides,Republican Party,U.S. Senate,,Windsor,12,L. P. Wilson
Maritza Bond,Democratic Party,Secretary of the State,,East Hartford,28,Langford School
Stephanie Thomas,Democratic Party,Secretary of the State,,East Hartford,90,Langford School
Dita Bhargava,Democratic Party,Treasurer,,East Hartford,17,Langford School
Erick Russell,Democratic Party,Treasurer,,East Hartford,71,Langford School
Karen Dubois-Walton,Democratic Party,Treasurer,,East Hartford,26,Langford School
Dominic Rapini,Republican Party,Secretary of the State,,East Hartford,23,Langford School
Terrie E. Wood,Republican Party,Secretary of the State,,East Hartford,29,Langford School
Leora R. Levy,Republican Party,U.S. Senate,,East Hartford,39,Langford School
Peter Lumaj,Republican Party,U.S. Senate,,East Hartford,6,Langford School
Themis Klarides,Republican Party,U.S. Senate,,East Hartford,17,Langford School
Maritza Bond,Democratic Party,Secretary of the State,,Simsbury,154,Latimer Lane School
Stephanie Thomas,Democratic Party,Secretary of the State,,Simsbury,494,Latimer Lane School
Eric Wellman,Democratic Party,State House,16,Simsbury,323,Latimer Lane School
Melissa Osborne,Democratic Party,State House,16,Simsbury,343,Latimer Lane School
Dita Bhargava,Democratic Party,Treasurer,,Simsbury,227,Latimer Lane School
Erick Russell,Democratic Party,Treasurer,,Simsbury,336,Latimer Lane School
Karen Dubois-Walton,Democratic Party,Treasurer,,Simsbury,87,Latimer Lane School
Dominic Rapini,Republican Party,Secretary of the State,,Simsbury,136,Latimer Lane School
Terrie E. Wood,Republican Party,Secretary of the State,,Simsbury,109,Latimer Lane School
Leora R. Levy,Republican Party,U.S. Senate,,Simsbury,120,Latimer Lane School
Peter Lumaj,Republican Party,U.S. Senate,,Simsbury,29,Latimer Lane School
Themis Klarides,Republican Party,U.S. Senate,,Simsbury,105,Latimer Lane School
Maritza Bond,Democratic Party,Secretary of the State,,Bloomfield,68,Laurel Elementary School
Stephanie Thomas,Democratic Party,Secretary of the State,,Bloomfield,390,Laurel Elementary School
Dita Bhargava,Democratic Party,Treasurer,,Bloomfield,43,Laurel Elementary School
Erick Russell,Democratic Party,Treasurer,,Bloomfield,306,Laurel Elementary School
Karen Dubois-Walton,Democratic Party,Treasurer,,Bloomfield,115,Laurel Elementary School
Dominic Rapini,Republican Party,Secretary of the State,,Bloomfield,31,Laurel Elementary School
Terrie E. Wood,Republican Party,Secretary of the State,,Bloomfield,24,Laurel Elementary School
Leora R. Levy,Republican Party,U.S. Senate,,Bloomfield,31,Laurel Elementary School
Peter Lumaj,Republican Party,U.S. Senate,,Bloomfield,6,Laurel Elementary School
Themis Klarides,Republican Party,U.S. Senate,,Bloomfield,20,Laurel Elementary School
Maritza Bond,Democratic Party,Secretary of the State,,Beacon Falls,38,Laurel Ledge School
Stephanie Thomas,Democratic Party,Secretary of the State,,Beacon Falls,81,Laurel Ledge School
Dita Bhargava,Democratic Party,Treasurer,,Beacon Falls,26,Laurel Ledge School
Erick Russell,Democratic Party,Treasurer,,Beacon Falls,63,Laurel Ledge School
Karen Dubois-Walton,Democratic Party,Treasurer,,Beacon Falls,32,Laurel Ledge School
Dominic Rapini,Republican Party,Secretary of the State,,Beacon Falls,178,Laurel Ledge School
Terrie E. Wood,Republican Party,Secretary of the State,,Beacon Falls,123,Laurel Ledge School
Leora R. Levy,Republican Party,U.S. Senate,,Beacon Falls,120,Laurel Ledge School
Peter Lumaj,Republican Party,U.S. Senate,,Beacon Falls,18,Laurel Ledge School
Themis Klarides,Republican Party,U.S. Senate,,Beacon Falls,178,Laurel Ledge School
Maritza Bond,Democratic Party,Secretary of the State,,Middletown,86,Lawrence School - District 3
Stephanie Thomas,Democratic Party,Secretary of the State,,Middletown,231,Lawrence School - District 3
Dita Bhargava,Democratic Party,Treasurer,,Middletown,65,Lawrence School - District 3
Erick Russell,Democratic Party,Treasurer,,Middletown,181,Lawrence School - District 3
Karen Dubois-Walton,Democratic Party,Treasurer,,Middletown,72,Lawrence School - District 3
Dominic Rapini,Republican Party,Secretary of the State,,Middletown,83,Lawrence School - District 3
Terrie E. Wood,Republican Party,Secretary of the State,,Middletown,57,Lawrence School - District 3
Leora R. Levy,Republican Party,U.S. Senate,,Middletown,84,Lawrence School - District 3
Peter Lumaj,Republican Party,U.S. Senate,,Middletown,11,Lawrence School - District 3
Themis Klarides,Republican Party,U.S. Senate,,Middletown,47,Lawrence School - District 3
Maritza Bond,Democratic Party,Secretary of the State,,Middletown,0,Lawrence School District 5
Stephanie Thomas,Democratic Party,Secretary of the State,,Middletown,0,Lawrence School District 5
Dita Bhargava,Democratic Party,Treasurer,,Middletown,0,Lawrence School District 5
Erick Russell,Democratic Party,Treasurer,,Middletown,0,Lawrence School District 5
Karen Dubois-Walton,Democratic Party,Treasurer,,Middletown,0,Lawrence School District 5
Dominic Rapini,Republican Party,Secretary of the State,,Middletown,0,Lawrence School District 5
Terrie E. Wood,Republican Party,Secretary of the State,,Middletown,0,Lawrence School District 5
Leora R. Levy,Republican Party,U.S. Senate,,Middletown,0,Lawrence School District 5
Peter Lumaj,Republican Party,U.S. Senate,,Middletown,0,Lawrence School District 5
Themis Klarides,Republican Party,U.S. Senate,,Middletown,0,Lawrence School District 5
Maritza Bond,Democratic Party,Secretary of the State,,Bloomfield,42,Leisure Services Gym
Stephanie Thomas,Democratic Party,Secretary of the State,,Bloomfield,223,Leisure Services Gym
Dita Bhargava,Democratic Party,Treasurer,,Bloomfield,41,Leisure Services Gym
Erick Russell,Democratic Party,Treasurer,,Bloomfield,176,Leisure Services Gym
Karen Dubois-Walton,Democratic Party,Treasurer,,Bloomfield,48,Leisure Services Gym
Dominic Rapini,Republican Party,Secretary of the State,,Bloomfield,18,Leisure Services Gym
Terrie E. Wood,Republican Party,Secretary of the State,,Bloomfield,20,Leisure Services Gym
Leora R. Levy,Republican Party,U.S. Senate,,Bloomfield,14,Leisure Services Gym
Peter Lumaj,Republican Party,U.S. Senate,,Bloomfield,1,Leisure Services Gym
Themis Klarides,Republican Party,U.S. Senate,,Bloomfield,26,Leisure Services Gym
Maritza Bond,Democratic Party,Secretary of the State,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Maritza Bond,Democratic Party,Secretary of the State,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Stephanie Thomas,Democratic Party,Secretary of the State,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Stephanie Thomas,Democratic Party,Secretary of the State,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Dita Bhargava,Democratic Party,Treasurer,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Dita Bhargava,Democratic Party,Treasurer,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Erick Russell,Democratic Party,Treasurer,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Erick Russell,Democratic Party,Treasurer,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Karen Dubois-Walton,Democratic Party,Treasurer,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Karen Dubois-Walton,Democratic Party,Treasurer,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Dominic Rapini,Republican Party,Secretary of the State,,Hartford,1,Liberty Christian Center-Formerly Horace Bushnell
Dominic Rapini,Republican Party,Secretary of the State,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Terrie E. Wood,Republican Party,Secretary of the State,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Terrie E. Wood,Republican Party,Secretary of the State,,Hartford,3,Liberty Christian Center-Formerly Horace Bushnell
Leora R. Levy,Republican Party,U.S. Senate,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Leora R. Levy,Republican Party,U.S. Senate,,Hartford,3,Liberty Christian Center-Formerly Horace Bushnell
Peter Lumaj,Republican Party,U.S. Senate,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Peter Lumaj,Republican Party,U.S. Senate,,Hartford,2,Liberty Christian Center-Formerly Horace Bushnell
Themis Klarides,Republican Party,U.S. Senate,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Themis Klarides,Republican Party,U.S. Senate,,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Maritza Bond,Democratic Party,Secretary of the State,,Meriden,37,Lincoln Middle School
Stephanie Thomas,Democratic Party,Secretary of the State,,Meriden,83,Lincoln Middle School
Dita Bhargava,Democratic Party,Treasurer,,Meriden,19,Lincoln Middle School
Erick Russell,Democratic Party,Treasurer,,Meriden,82,Lincoln Middle School
Karen Dubois-Walton,Democratic Party,Treasurer,,Meriden,21,Lincoln Middle School
Dominic Rapini,Republican Party,Secretary of the State,,Meriden,62,Lincoln Middle School
Terrie E. Wood,Republican Party,Secretary of the State,,Meriden,35,Lincoln Middle School
Leora R. Levy,Republican Party,U.S. Senate,,Meriden,58,Lincoln Middle School
Peter Lumaj,Republican Party,U.S. Senate,,Meriden,12,Lincoln Middle School
Themis Klarides,Republican Party,U.S. Senate,,Meriden,31,Lincoln Middle School
Maritza Bond,Democratic Party,Secretary of the State,,New Haven,67,Lincoln-Bassett School
Stephanie Thomas,Democratic Party,Secretary of the State,,New Haven,131,Lincoln-Bassett School
Dita Bhargava,Democratic Party,Treasurer,,New Haven,5,Lincoln-Bassett School
Erick Russell,Democratic Party,Treasurer,,New Haven,119,Lincoln-Bassett School
Karen Dubois-Walton,Democratic Party,Treasurer,,New Haven,76,Lincoln-Bassett School
Dominic Rapini,Republican Party,Secretary of the State,,New Haven,2,Lincoln-Bassett School
Terrie E. Wood,Republican Party,Secretary of the State,,New Haven,1,Lincoln-Bassett School
Leora R. Levy,Republican Party,U.S. Senate,,New Haven,2,Lincoln-Bassett School
Peter Lumaj,Republican Party,U.S. Senate,,New Haven,0,Lincoln-Bassett School
Themis Klarides,Republican Party,U.S. Senate,,New Haven,2,Lincoln-Bassett School
Maritza Bond,Democratic Party,Secretary of the State,,Plainville,28,Linden Street School
Stephanie Thomas,Democratic Party,Secretary of the State,,Plainville,84,Linden Street School
Dita Bhargava,Democratic Party,Treasurer,,Plainville,24,Linden Street School
Erick Russell,Democratic Party,Treasurer,,Plainville,62,Linden Street School
Karen Dubois-Walton,Democratic Party,Treasurer,,Plainville,23,Linden Street School
Dominic Rapini,Republican Party,Secretary of the State,,Plainville,96,Linden Street School
Terrie E. Wood,Republican Party,Secretary of the State,,Plainville,59,Linden Street School
Leora R. Levy,Republican Party,U.S. Senate,,Plainville,76,Linden Street School
Peter Lumaj,Republican Party,U.S. Senate,,Plainville,24,Linden Street School
Themis Klarides,Republican Party,U.S. Senate,,Plainville,59,Linden Street School
Maritza Bond,Democratic Party,Secretary of the State,,Lisbon,15,Lisbon Senior Center
Stephanie Thomas,Democratic Party,Secretary of the State,,Lisbon,37,Lisbon Senior Center
Dita Bhargava,Democratic Party,Treasurer,,Lisbon,18,Lisbon Senior Center
Erick Russell,Democratic Party,Treasurer,,Lisbon,25,Lisbon Senior Center
Karen Dubois-Walton,Democratic Party,Treasurer,,Lisbon,9,Lisbon Senior Center
Dominic Rapini,Republican Party,Secretary of the State,,Lisbon,48,Lisbon Senior Center
Terrie E. Wood,Republican Party,Secretary of the State,,Lisbon,46,Lisbon Senior Center
Leora R. Levy,Republican Party,U.S. Senate,,Lisbon,46,Lisbon Senior Center
Peter Lumaj,Republican Party,U.S. Senate,,Lisbon,16,Lisbon Senior Center
Themis Klarides,Republican Party,U.S. Senate,,Lisbon,34,Lisbon Senior Center
Maritza Bond,Democratic Party,Secretary of the State,,Lisbon,7,Lisbon Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Lisbon,32,Lisbon Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Lisbon,12,Lisbon Town Hall
Erick Russell,Democratic Party,Treasurer,,Lisbon,19,Lisbon Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Lisbon,9,Lisbon Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Lisbon,42,Lisbon Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Lisbon,25,Lisbon Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Lisbon,41,Lisbon Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Lisbon,8,Lisbon Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Lisbon,24,Lisbon Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Litchfield,34,Litchfield Fire House
Stephanie Thomas,Democratic Party,Secretary of the State,,Litchfield,228,Litchfield Fire House
Dita Bhargava,Democratic Party,Treasurer,,Litchfield,98,Litchfield Fire House
Erick Russell,Democratic Party,Treasurer,,Litchfield,130,Litchfield Fire House
Karen Dubois-Walton,Democratic Party,Treasurer,,Litchfield,33,Litchfield Fire House
Dominic Rapini,Republican Party,Secretary of the State,,Litchfield,179,Litchfield Fire House
Terrie E. Wood,Republican Party,Secretary of the State,,Litchfield,131,Litchfield Fire House
Leora R. Levy,Republican Party,U.S. Senate,,Litchfield,138,Litchfield Fire House
Peter Lumaj,Republican Party,U.S. Senate,,Litchfield,34,Litchfield Fire House
Themis Klarides,Republican Party,U.S. Senate,,Litchfield,154,Litchfield Fire House
Maritza Bond,Democratic Party,Secretary of the State,,Old Lyme,61,Lol Middle School Gymnasium
Stephanie Thomas,Democratic Party,Secretary of the State,,Old Lyme,277,Lol Middle School Gymnasium
Dita Bhargava,Democratic Party,Treasurer,,Old Lyme,92,Lol Middle School Gymnasium
Erick Russell,Democratic Party,Treasurer,,Old Lyme,172,Lol Middle School Gymnasium
