candidate,party,office,district,town,votes,precinct
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,64,Barnum School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,151,Barnum School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,511,Bassick High School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,847,Bassick High School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,82,Bassick High School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,123,Bassick High School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,24,Bassick High School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,39,Bassick High School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,177,Beardsley School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,248,Beardsley School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,46,Beardsley School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,69,Beardsley School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,16,Beardsley School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,18,Beardsley School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1255,Black Rock School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,904,Black Rock School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,215,Black Rock School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,2424,Blackham School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,1022,Blackham School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,214,Blackham School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1139,Cesar Batalla School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,260,Cesar Batalla School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,72,Cesar Batalla School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,438,City Hall
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,99,City Hall
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,22,City Hall
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1618,Dunbar School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,115,Dunbar School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,50,Dunbar School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1750,Geraldine Johnson School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,261,Geraldine Johnson School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,85,Geraldine Johnson School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1184,Hallen School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,211,Hallen School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,94,Hallen School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1413,Harding High School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,209,Harding High School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,48,Harding High School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1605,John F. Kennedy Campus
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,310,John F. Kennedy Campus
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,91,John F. Kennedy Campus
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1637,John Winthrop School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,922,John Winthrop School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,240,John Winthrop School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1522,Luis Munoz Marin School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,212,Luis Munoz Marin School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,126,Luis Munoz Marin School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,600,Madison School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1397,Madison School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,132,Madison School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,592,Madison School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,34,Madison School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,164,Madison School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1031,Park City Magnet School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,369,Park City Magnet School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,121,Park City Magnet School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,117,Read Middle School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,471,Read Middle School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,42,Read Middle School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,115,Read Middle School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,10,Read Middle School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,38,Read Middle School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,883,The Aquaculture Center
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,171,The Aquaculture Center
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,66,The Aquaculture Center
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1271,Thomas Hooker School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,471,Thomas Hooker School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,145,Thomas Hooker School
Santa Ines Ayala,Democratic Party,Registrar of Voters - Bridgeport,,Bridgeport,1496,Wilbur Cross School
Linda A. Grace,Republican Party,Registrar of Voters - Bridgeport,,Bridgeport,191,Wilbur Cross School
Rosa J. Correa,Petitioning Candidate,Registrar of Voters - Bridgeport,,Bridgeport,107,Wilbur Cross School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,787,Bristol Eastern High School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,788,Bristol Eastern High School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1353,Bristol Elks Club
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1028,Bristol Elks Club
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1148,Chippens Hill Middle School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1624,Chippens Hill Middle School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1475,Edgewood School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1450,Edgewood School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1613,Greene-Hills School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1697,Greene-Hills School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1459,Mountain View School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1374,Mountain View School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1523,Northeast School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1602,Northeast School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1507,Southside School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1404,Southside School
Kevin C. McCauley,Democratic Party,Registrar of Voters - Bristol,,Bristol,1157,West Bristol School
Sharon M. Krawiecki,Republican Party,Registrar of Voters - Bristol,,Bristol,1403,West Bristol School
Dorothy A. Dori,Democratic Party,Registrar of Voters - Brookfield,,Brookfield,2320,Brookfield High School
Ryan Murphy,Republican Party,Registrar of Voters - Brookfield,,Brookfield,3228,Brookfield High School
Dorothy A. Dori,Democratic Party,Registrar of Voters - Brookfield,,Brookfield,1406,Huckleberry Hill School
Ryan Murphy,Republican Party,Registrar of Voters - Brookfield,,Brookfield,2022,Huckleberry Hill School
Michael J. Niejadlik,Democratic Party,Registrar of Voters - Brooklyn,,Brooklyn,1555,Brooklyn Middle School
Lauren B. Centracchio,Republican Party,Registrar of Voters - Brooklyn,,Brooklyn,1874,Brooklyn Middle School
Loreen Hegan,Democratic Party,Registrar of Voters - Canterbury,,Canterbury,949,Canterbury Town Hall
Joanne Sheridan,Republican Party,Registrar of Voters - Canterbury,,Canterbury,1589,Canterbury Town Hall
Lynn Homan,Democratic Party,Registrar of Voters - Canton,,Canton,2477,Canton High School
"John ""Jack"" Miner",Republican Party,Registrar of Voters - Canton,,Canton,3102,Canton High School
Christopher Scott Komuves,Democratic Party,Registrar of Voters - Chaplin,,Chaplin,383,Chaplin Volunteer Fire Department
Eugene V. Boomer Jr.,Republican Party,Registrar of Voters - Chaplin,,Chaplin,686,Chaplin Volunteer Fire Department
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,896,Artsplace - District 3
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,1344,Artsplace - District 3
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,608,Chapman School - Dist. 2
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,1011,Chapman School - Dist. 2
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,1398,Cheshire High School - Dist. 1
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,2110,Cheshire High School - Dist. 1
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,452,Dodd Middle School - Dist. 7
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,624,Dodd Middle School - Dist. 7
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,587,Doolittle School - Dist. 5
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,702,Doolittle School - Dist. 5
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,656,Highland School - Dist. 6
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,1144,Highland School - Dist. 6
Thomas Smith,Democratic Party,Registrar of Voters - Cheshire,,Cheshire,1278,Norton School - Dist. 4
Susan D. Pappas,Republican Party,Registrar of Voters - Cheshire,,Cheshire,1683,Norton School - Dist. 4
June Hansen,Democratic Party,Registrar of Voters - Clinton,,Clinton,0,Andrews Memorial Town Hall
June Hansen,Democratic Party,Registrar of Voters - Clinton,,Clinton,3405,Andrews Memorial Town Hall
Peter Giannotti,Republican Party,Registrar of Voters - Clinton,,Clinton,0,Andrews Memorial Town Hall
Peter Giannotti,Republican Party,Registrar of Voters - Clinton,,Clinton,3346,Andrews Memorial Town Hall
Dorothy A. Mrowka,Democratic Party,Registrar of Voters - Colchester,,Colchester,266,Assembly Of God Hall
Dorothy A. Mrowka,Democratic Party,Registrar of Voters - Colchester,,Colchester,849,Assembly Of God Hall
Diana Norton Giles,Republican Party,Registrar of Voters - Colchester,,Colchester,369,Assembly Of God Hall
Diana Norton Giles,Republican Party,Registrar of Voters - Colchester,,Colchester,1124,Assembly Of God Hall
Dorothy A. Mrowka,Democratic Party,Registrar of Voters - Colchester,,Colchester,919,Bacon Academy
Diana Norton Giles,Republican Party,Registrar of Voters - Colchester,,Colchester,1082,Bacon Academy
Dorothy A. Mrowka,Democratic Party,Registrar of Voters - Colchester,,Colchester,1525,Colchester Town Hall
Diana Norton Giles,Republican Party,Registrar of Voters - Colchester,,Colchester,1858,Colchester Town Hall
Karen M. Odell,Democratic Party,Registrar of Voters - Colebrook,,Colebrook,450,Colebrook Town Hall
Helen Campbell,Republican Party,Registrar of Voters - Colebrook,,Colebrook,406,Colebrook Town Hall
Karen C. Butzgy,Democratic Party,Registrar of Voters - Columbia,,Columbia,1245,Horace W Porter School
Astrid Belanger,Republican Party,Registrar of Voters - Columbia,,Columbia,1880,Horace W Porter School
Jayne W. Ridgway,Democratic Party,Registrar of Voters - Cornwall,,Cornwall,627,Town Hall
Cara Y. Weigold,Republican Party,Registrar of Voters - Cornwall,,Cornwall,272,Town Hall
Marjorie L. Roach,Democratic Party,Registrar of Voters - Coventry,,Coventry,1469,Coventry Grammer School
Pamela S. Sewell,Republican Party,Registrar of Voters - Coventry,,Coventry,1762,Coventry Grammer School
Marjorie L. Roach,Democratic Party,Registrar of Voters - Coventry,,Coventry,1518,GH Robertson School
Pamela S. Sewell,Republican Party,Registrar of Voters - Coventry,,Coventry,1659,GH Robertson School
Alice M. Kelly,Democratic Party,Registrar of Voters - Cromwell,,Cromwell,3480,Cromwell High School
Bonnie Anderson,Republican Party,Registrar of Voters - Cromwell,,Cromwell,3614,Cromwell High School
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,136,Danbury High School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,192,Danbury High School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,1770,Danbury High School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,66,Danbury High School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,82,Danbury High School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,1866,Danbury High School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,520,Park Avenue School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,840,Park Avenue School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,1036,Park Avenue School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,413,Park Avenue School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,439,Park Avenue School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,722,Park Avenue School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,492,Pembroke School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,626,Pembroke School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,906,Pembroke School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,401,Pembroke School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,622,Pembroke School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,712,Pembroke School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,864,Shelter Rock School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,1152,Shelter Rock School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,538,Shelter Rock School Gym
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,650,Shelter Rock School Gym
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,215,Stadley Rough School
Margaret F. Gallo,Democratic Party,Registrar of Voters - Danbury,,Danbury,2224,Stadley Rough School
Mary Ann Doran,Republican Party,Registrar of Voters - Danbury,,Danbury,247,Stadley Rough School
